Country,shock_id,baseline_year,problem_type,variable,value,severity,note
BIH,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
BLR,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
BOL,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
BRA,2019,2019,incomplete_final5_baseline,rd_gdp,,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
BRN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
BTN,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
BWA,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
CHL,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
CHN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
CIV,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
CMR,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
COD,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
COG,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
CRI,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,rd_gdp",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
CUB,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
CYP,2019,2019,incomplete_final5_baseline,"rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
DOM,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
DZA,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
EAR,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
ECU,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
EGY,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
ETH,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
EUU,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
FSM,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
GAB,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
GEO,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
GHA,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
GNQ,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
GTM,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
HKG,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
HND,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
HPC,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
IDN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,rd_gdp",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
IND,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,rd_gdp",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
IRN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
IRQ,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
ISL,2019,2019,incomplete_final5_baseline,energy_import_dependency_raw,,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
ISR,2019,2019,incomplete_final5_baseline,public_debt_gdp_canonical,,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
JAM,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
JOR,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
JPN,2019,2019,incomplete_final5_baseline,public_debt_gdp_canonical,,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
KAZ,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
KEN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
KGZ,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
KWT,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
LAC,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
LAO,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
LBN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
LBY,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
LDC,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
LSO,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MAR,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MDA,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MEX,2019,2019,incomplete_final5_baseline,rd_gdp,,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MHL,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MKD,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MLT,2019,2019,incomplete_final5_baseline,"rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MMR,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MNE,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MNG,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MOZ,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MUS,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MWI,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
MYS,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
NAM,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
NER,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
NGA,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
NIC,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
NOR,2019,2019,incomplete_final5_baseline,public_debt_gdp_canonical,,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
NPL,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
OMN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PAK,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PAN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PER,2019,2019,incomplete_final5_baseline,"rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PHL,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PLW,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PNG,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PRK,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
PRY,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
QAT,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
RUS,2019,2019,incomplete_final5_baseline,tertiary_education_25_64,,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
RWA,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SAU,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SDN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SEN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SGP,2019,2019,incomplete_final5_baseline,"unemployment_rate,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SLB,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SLV,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SMR,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SRB,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SSD,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SST,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SUR,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SWZ,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
SYR,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TCD,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
THA,2019,2019,incomplete_final5_baseline,"rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TJK,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TKM,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TON,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TTO,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TUN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TWN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,tertiary_education_25_64,energy_import_dependency_raw",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
TZA,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
UGA,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
UKR,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
URY,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
UZB,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
VEN,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
VNM,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
YEM,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
ZMB,2019,2019,incomplete_final5_baseline,"unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
ZWE,2019,2019,incomplete_final5_baseline,"public_debt_gdp_canonical,unemployment_rate,rd_gdp,tertiary_education_25_64",,exclude_from_main_poset_for_that_shock,Missing at least one final 5 ordering raw variable in this baseline year.
