"country","year","Approval_Not_Smoothed"
"United Kingdom",1976,32.74855
"United Kingdom",1977,35.4967
"United Kingdom",1978,41.195641
"United Kingdom",1979,35.190441
"United Kingdom",1980,33.633869
"United Kingdom",1981,28.41057
"United Kingdom",1982,37.606892
"United Kingdom",1983,41.36063
"United Kingdom",1984,37.90168
"United Kingdom",1985,32.918629
"United Kingdom",1986,30.84701
"United Kingdom",1987,39.68351
"United Kingdom",1988,38.958801
"United Kingdom",1989,33.675591
"United Kingdom",1990,28.54211
"United Kingdom",1991,38.320709
"United Kingdom",1992,33.390419
"United Kingdom",1993,22.818781
"United Kingdom",1994,21.26306
"United Kingdom",1995,22.32354
"United Kingdom",1996,24.92688
"United Kingdom",1997,46.742481
"United Kingdom",1998,49.423729
"United Kingdom",1999,47.038631
"United Kingdom",2000,38.656651
"United Kingdom",2001,45.15395
"United Kingdom",2002,38.084942
"United Kingdom",2003,31.73539
"United Kingdom",2004,30.089001
"United Kingdom",2005,35.87978
"United Kingdom",2006,28.073851
"United Kingdom",2007,34.56181
"United Kingdom",2008,26.951981
"United Kingdom",2009,27.52516
"United Kingdom",2010,39.791161
"United Kingdom",2011,35.160999
"United Kingdom",2012,32.122021
"United Kingdom",2013,31.411051
"United Kingdom",2014,34.77837
"United Kingdom",2015,38.790371
"United Kingdom",2016,39.503551
"United Kingdom",2017,38.033489
"United Kingdom",2018,30.46246
"United Kingdom",2019,25.96921
"United States",1941,59.793152
"United States",1942,64.341873
"United States",1943,66.535629
"United States",1944,66.535629
"United States",1945,68.733742
"United States",1946,43.825562
"United States",1947,51.828522
"United States",1948,39.245468
"United States",1949,49.284031
"United States",1950,40.561779
"United States",1951,33.262039
"United States",1952,33.69051
"United States",1953,59.59148
"United States",1954,56.73452
"United States",1955,60.420559
"United States",1956,61.706749
"United States",1957,56.328129
"United States",1958,50.015999
"United States",1959,55.244419
"United States",1960,53.911179
"United States",1961,63.400749
"United States",1962,60.649799
"United States",1963,56.833858
"United States",1964,62.438721
"United States",1965,57.370651
"United States",1966,47.826221
"United States",1967,43.441269
"United States",1968,41.755112
"United States",1969,53.6759
"United States",1970,51.410252
"United States",1971,47.244942
"United States",1972,51.131401
"United States",1973,42.006069
"United States",1974,38.33287
"United States",1975,42.905361
"United States",1976,45.55442
"United States",1977,54.958569
"United States",1978,43.992779
"United States",1979,39.216
"United States",1980,41.258411
"United States",1981,52.546612
"United States",1982,43.260971
"United States",1983,43.71983
"United States",1984,50.85997
"United States",1985,54.357689
"United States",1986,54.628151
"United States",1987,45.841129
"United States",1988,48.20583
"United States",1989,55.91198
"United States",1990,57.417461
"United States",1991,61.06934
"United States",1992,41.02346
"United States",1993,46.565861
"United States",1994,45.029091
"United States",1995,45.276611
"United States",1996,49.490952
"United States",1997,52.269039
"United States",1998,55.877831
"United States",1999,53.949089
"United States",2000,53.69788
"United States",2001,58.302479
"United States",2002,60.622169
"United States",2003,53.34264
"United States",2004,45.812092
"United States",2005,43.10614
"United States",2006,38.2327
"United States",2007,34.923489
"United States",2008,32.114349
"United States",2009,42.974339
"United States",2010,45.116402
"United States",2011,43.7784
"United States",2012,46.753819
"United States",2013,44.913422
"United States",2014,42.079319
"United States",2015,44.622299
"United States",2016,48.317261
"United States",2017,39.303791
"United States",2018,40.812569
"United States",2019,41.084549
"Uruguay",1987,47.629639
"Uruguay",1988,41.07795
"Uruguay",1989,38.54155
"Uruguay",1990,36.015289
"Uruguay",1991,31.101521
"Uruguay",1992,28.57019
"Uruguay",1993,31.23851
"Uruguay",1994,38.901749
"Uruguay",1995,39.611271
"Uruguay",1996,38.621071
"Uruguay",1997,39.270302
"Uruguay",1998,43.80722
"Uruguay",1999,43.26944
"Uruguay",2000,55.56559
"Uruguay",2001,46.21125
"Uruguay",2002,31.908279
"Uruguay",2003,22.276699
"Uruguay",2004,25.73457
"Uruguay",2005,70.975868
"Uruguay",2006,61.775139
"Uruguay",2007,57.354729
"Uruguay",2008,60.00552
"Uruguay",2009,66.637383
"Uruguay",2010,74.06749
"Uruguay",2011,54.79599
"Uruguay",2012,53.972382
"Uruguay",2013,53.509232
"Uruguay",2014,64.816757
"Uruguay",2015,54.873112
"Uruguay",2016,45.122871
"Uruguay",2017,44.48114
"Uruguay",2018,38.245892
"Venezuela",1987,51.664299
"Venezuela",1988,36.224232
"Venezuela",1989,42.374641
"Venezuela",1990,40.467098
"Venezuela",1991,37.942059
"Venezuela",1992,26.34358
"Venezuela",1993,41.250439
"Venezuela",1994,50.455551
"Venezuela",1995,42.863941
"Venezuela",1996,38.078991
"Venezuela",1997,35.216839
"Venezuela",1998,27.34428
"Venezuela",1999,62.382568
"Venezuela",2000,54.64212
"Venezuela",2001,47.709221
"Venezuela",2002,39.94577
"Venezuela",2003,38.21706
"Venezuela",2004,44.840939
"Venezuela",2005,53.440739
"Venezuela",2006,53.690411
"Venezuela",2007,52.173771
"Venezuela",2008,48.38969
"Venezuela",2009,47.3055
"Venezuela",2010,43.006481
"Venezuela",2011,47.074631
"Venezuela",2012,53.985062
"Venezuela",2013,45.302231
"Venezuela",2014,40.647541
"Venezuela",2015,33.35062
"Venezuela",2016,29.99095
"Venezuela",2017,31.979071
"Venezuela",2018,30.125401
"Venezuela",2019,27.66297
