Country,Year,energy_import_dependency_raw,gdp_growth,inflation_cpi,productivity_gdp_per_hour,public_debt_gdp_canonical,public_debt_gdp_eurostat,public_debt_gdp_worldbank,rd_gdp,tertiary_education_25_64,unemployment_rate,Recovery_2007,Recovery_2019,Recovery_2007_status,Recovery_2019_status,wgi_va_score,wgi_pv_score,wgi_ge_score,wgi_rq_score,wgi_rl_score,wgi_cc_score,wgi_six_dimension_mean_score,wgi_six_dimension_available_count,governance_context_score_0_100,governance_context_role,shock_id,shock_label,baseline_year,poset_temporal_design,final5_raw_variables_available,complete_case_final5_raw,gdp_growth_volatility_sd,gdp_growth_stability_score_0_100,years_available,window_start,window_end,sufficient_window_coverage,volatility_feature_role,debt_capacity_score_0_100,employment_strength_score_0_100,rd_intensity_score_0_100,human_capital_tertiary_score_0_100,energy_security_score_0_100,final5_score_variables_available,complete_case_final5_scores
IRL,2007,94.211873871778,5.31011819912991,4.885746,71.6637065508875,23.9,23.9,,1.234083043,32.39011,4.797,6.0,0.0,recovered,no_negative_growth_in_shock_window,1.5525635,1.3616515,1.376367,1.9168528,1.6527835,1.4613994,1.55360295,6.0,88.63423458782624,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.2720583718463137,71.05231037243726,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,80.1390268123138,81.40295772804606,27.223684982515177,54.36450330306708,7.710476097086999,5,True
IRN,2007,-74.3233060373261,,,,,,,,,,,,,,-1.29336919999999,-0.7148896,-0.728764499999999,-1.3434552,-1.10175699999999,-0.7763675,-0.9931004999999966,6.0,28.342993510475512,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,112.23890711816915,1,False
IRQ,2007,-307.471358496956,,,,,,,,,,,,,,-1.0855932,-2.59261,-1.6317277,-1.3291863,-1.7116406,-1.54003309999999,-1.6484651499999985,6.0,12.827740603143983,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,256.8413582643917,1,False
ISL,2007,,8.74132940558098,5.051564,66.181802742597,83.0821198008625,,83.0821198008625,2.497455225,30.804794,2.482,6.0,2.0,recovered,recovered,1.6463564,1.482965,1.502124,1.7164203,1.8120645,1.9939428,1.6923121666666667,6.0,91.91806836976912,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,3.228393264217406,0.0,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,21.368302084545675,111.70003926187673,70.9399221050991,49.78312130482962,,4,False
ISR,2007,94.0520403445183,6.31295000001307,0.466227,41.1214822281342,,,,4.29072493,43.58707,9.343,0.0,1.0,no_negative_growth_in_shock_window,recovered,0.7136275999999999,-0.8267956,1.1804772,1.0188037,0.7820242,0.6742053,0.5903904,6.0,65.83091994953186,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,2.518311967595858,25.7895091857548,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,21.908127208480558,132.99210654090152,86.72243760700702,7.80960761276243,4,False
ITA,2007,85.6775303732499,1.46229205289291,1.829738,67.4962752492869,103.5,103.5,,1.124205278,13.578119,6.075,15.0,2.0,recovered,recovered,1.2209287,0.5074765,0.1999166,0.9144553,0.503455,0.3863064,0.62208975,6.0,66.58137762564854,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,0.7118703751255432,91.39783074583148,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,1.0923535253227352,64.67739824630283,23.421604726453662,0.0,13.003623416105148,5,True
JAM,2007,,,,,112.989990199089,,112.989990199089,,,,,,,,0.7250449999999999,-0.2229834,0.0841003,0.3057306999999999,-0.1580034,-0.2881667,0.0742870833333333,6.0,53.61257176063285,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,-8.33166851945283,,,,,1,False
JOR,2007,101.675248338337,,,,69.9595261843331,,69.9595261843331,,,,,,,,-0.5532783,-0.2892704,0.1912327999999999,0.1566393999999999,0.2709006,0.1029529,-0.0201371666666667,6.0,51.37715042789071,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,34.3996760830853,,,,3.081562279016685,2,False
JPN,2007,84.3107714036557,1.72837912875693,0.0,44.8780577045215,,,,3.292571953,41.024883,3.882,5.0,2.0,recovered,recovered,1.1567556,1.1610812,1.2948016999999998,1.2530414,1.2565533,0.8591032,1.1635560666666669,6.0,79.40017528872751,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,0.7145682241370337,91.299847314646,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,93.37783012694673,98.4532011820173,79.31801009986145,13.851310947887665,4,False
KAZ,2007,-99.6423363599403,,,,,,,,,,,,,,-0.796978899999999,0.5055201,-0.9265416,-0.427709099999999,-0.823919499999999,-1.2166727,-0.6143836166666662,6.0,37.30882379319365,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,127.94220726016579,1,False
KEN,2007,20.2753052485827,,,,,,,,,,,,,,-0.2710923,-1.43977089999999,-0.5239398,-0.3186137,-0.8625067,-0.961026199999999,-0.7294915999999981,6.0,34.58373101763803,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,53.56721364845974,1,False
KGZ,2007,62.9370855571729,,,,,,,,,,,,,,-0.6744406,-0.865997799999999,-0.7425505,-0.481161099999999,-1.0852165,-1.3303239,-0.863281733333333,6.0,31.416352741784596,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,27.107640266640605,1,False
KNA,2007,,,,,97.046322814295,,97.046322814295,,,,,,,,1.18826,0.7853715,0.9786272,1.0012364,0.9236183,1.0467254,0.9873064666666668,6.0,75.2276018690046,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,7.501169002686196,,,,,1,False
KOR,2007,85.362445932308,5.84196339187171,2.534574,,,,,2.758945599,34.814022,3.245,0.0,1.0,no_negative_growth_in_shock_window,recovered,0.8657822,0.7506836,1.146123,0.9818245,1.028267,0.5124785,0.8808598,6.0,72.7075590890412,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,1.555729949410833,60.74961575120884,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,101.71443528333988,79.9882258099983,61.36933186854662,13.199044231323509,4,False
LAC,2007,-19.2136645811926,,,,,,,,,,,,,,,,,,,,,,,,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,78.05895514226216,1,False
LAO,2007,14.3852720224848,,,,,,,,,,,,,,-1.4394943,-0.153318099999999,-0.8734057,-1.1761206,-1.0493587,-1.27719959999999,-0.994816166666665,6.0,28.302376424646976,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,57.220314040426025,1,False
LBY,2007,-645.477465546497,,,,,,,,,,,,,,-1.7682143,0.4998891,-1.4187378,-1.1435433,-1.06989699999999,-1.1569251,-1.0095713999999985,6.0,27.953057649407334,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,466.4785869099933,1,False
LCA,2007,,,,,45.2980532065982,,45.2980532065982,,,,,,,,1.2877784,0.5865391,0.8152667,0.6564919,0.8756832,1.1339794,0.8926231166666668,6.0,72.98604654348715,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,58.88971876206733,,,,,1,False
LDC,2007,-83.347663249096,,,,,,,,,,,,,,,,,,,,,,,,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,117.83596941002324,1,False
LKA,2007,47.1411992263056,,,,84.9944169483341,,84.9944169483341,,,,,,,,-0.420543,-1.6920216,-0.2217118,-0.1170914,0.0145896999999999,-0.1378825,-0.4291101,6.0,41.69503148400216,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,19.46929796590456,,,,36.90452193635142,2,False
LTU,2007,61.06401135107,11.0779289615295,5.737174,36.7171969536743,15.9,15.9,,0.801107284,28.931429,4.25,5.0,0.0,recovered,no_negative_growth_in_shock_window,0.8577283,0.8142957,0.4643619,1.0779591,0.6067427,0.1802647,0.6668920666666667,6.0,67.64203793730509,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.9826045839652957,45.24591587714296,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,88.08341608738827,88.56170658290799,12.241503786463829,44.36931062788691,28.2693532576944,5,True
LUX,2007,106.64376884536,8.09852254631858,2.312459,118.745532359081,8.1,8.1,,1.57165274,26.512686,4.065,2.0,1.0,recovered,recovered,1.593974,1.4946425,1.8128865,1.7793234999999998,1.7218692,2.0689964,1.7452820166666667,6.0,93.1720887372293,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,2.2152476378119244,36.79653099300993,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,95.8291956305859,90.98285564716659,38.90454762117885,37.37941988145978,0.0,5,True
LVA,2007,65.8917971395561,10.4145372792714,10.09298,32.450576426898,8.9,8.9,,0.581669059,22.18199,6.052,10.0,1.0,recovered,recovered,0.7781359999999999,0.7458786,0.3072813,1.0284669,0.648169,0.3061482,0.6356799999999999,6.0,66.90311631848749,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,2.0142991978059017,44.09479622553366,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,95.03475670307844,64.97840596780526,4.648322921366291,24.864203549675473,25.275077083138452,5,True
MAR,2007,91.897611079767,,,,46.3035380770239,,46.3035380770239,,,,,,,,-0.645029,-0.4138396,-0.2764328,-0.0858921,-0.3834633,-0.3077874,-0.3520740333333332,6.0,43.51880097983838,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,57.89122335945988,,,,9.145821873261713,2,False
MDA,2007,98.0673762632164,,,,23.239565787011,,23.239565787011,,,,,,,,-0.0949819,0.0593731999999999,-0.7566373,-0.3737606,-0.2736569,-0.831110399999999,-0.3784623166666665,6.0,42.89407871307135,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,80.79487012213407,,,,5.319226887322952,2,False
MDV,2007,,,,,29.1842777540108,,29.1842777540108,,,,,,,,-0.681773699999999,0.0053508,-0.0155991,0.0233535,-0.1744105,-0.759346699999999,-0.2670709499999997,6.0,45.53118345396122,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,74.89148187287906,,,,,1,False
MEX,2007,-34.2783300673031,2.07786392388734,3.96685,22.7739378047306,,,,0.380389782,13.55181,3.645,2.0,2.0,recovered,recovered,0.2914444,-0.6336248,-0.159785899999999,0.359664,-0.2930473,-0.402557699999999,-0.1396512166666663,6.0,48.54774742037504,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,1.767652540611143,53.05277929257692,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,96.47951838764558,-2.3165071790278735,-0.07603000221509584,87.40232100789243,4,False
MKD,2007,47.5574132198016,,,,,,,,,34.935,,,,,0.2826517,-0.2627047,-0.3422349,0.1270314,-0.3829706,-0.2757399,-0.1423278333333333,6.0,48.48438058403543,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,,-313.0218557780396,,,36.646378825028194,2,False
MLT,2007,,,,,62.0,62.0,,,,6.472,,,,,1.2236387,1.1249848999999998,1.0171682,1.320609,1.5631947,1.0046746,1.2090450166666666,6.0,80.47709111526615,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,42.3038728897716,59.481743227326255,,,,2,False
MMR,2007,-50.2418268360274,,,,,,,,,,,,,,-2.1143226,-1.0447303,-1.5894841,-2.1230815,-1.6565113,-1.532181,-1.6767184666666666,6.0,12.158865109852908,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,97.30315756762322,1,False
MNE,2007,54.5824760854351,,,,,,,,,,,,,,0.2459826,0.1618388,-0.332025099999999,-0.143074099999999,-0.0276796,-0.0957006,-0.031776333333333,6.0,51.10160212899495,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,32.28931343627568,1,False
MNG,2007,-42.2013202448951,,,,,,,,,,,,,,0.3072485,0.6918806,-0.6715084,-0.182848999999999,-0.2335498,-0.642802499999999,-0.1219300999999996,6.0,48.967281197309234,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,92.31629643252363,1,False
MOZ,2007,-25.0317405068537,,,,,,,,,,,,,,-0.0606001,0.1182921,-0.5972324,-0.502107699999999,-0.5530645,-0.5146029,-0.3515525833333331,6.0,43.53114590663377,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,81.66742637300985,1,False
MUS,2007,,,,,34.1599246904864,,34.1599246904864,,,,,,,,0.9543621,1.0260872,0.6110365999999999,0.6667862999999999,0.8866194,0.3592469,0.7506897499999999,6.0,69.62588349559869,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,69.9504223530423,,,,,1,False
MYS,2007,-29.7539341309863,,,,40.0881257702829,,40.0881257702829,,,,,,,,-0.380934599999999,0.158114,0.8924989999999999,0.7212038,0.2985608999999999,0.05892,0.2913938500000002,6.0,58.75240710684254,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,64.06343021818978,,,,84.59621246250492,2,False
NAM,2007,69.3046784817,,,,117.515261124236,,117.515261124236,,,,,,,,0.4836832,0.9275704,0.2960431,0.1182005,0.2781029,0.2818941,0.3975823666666667,6.0,61.26633838454836,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,-12.825482745020867,,,,23.158349097041857,2,False
NER,2007,15.8439827217145,,,,,,,,,,,,,,-0.25593,-0.3573665,-0.818000499999999,-0.591423199999999,-0.6328629,-0.6805262,-0.5560182166666664,6.0,38.690579647796994,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,56.315596456913894,1,False
NGA,2007,-295.574713597416,,,,,,,,,,,,,,-0.6976321,-1.70741109999999,-0.9559052,-0.8413883,-1.0404247,-1.1576585,-1.0667366499999984,6.0,26.599714420930137,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,249.46285351283453,1,False
NIC,2007,50.3590584867274,,,,,,,,,,,,,,-0.1607003,-0.107965999999999,-0.874631899999999,-0.3207312,-0.662523499999999,-0.8209443,-0.4912495333333328,6.0,40.223928299408776,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,34.908750015498114,1,False
NLD,2007,47.0413866840216,3.88542358248021,1.613859,77.6875365595196,42.8,42.8,,1.660631849,30.803967,4.155,6.0,1.0,recovered,recovered,1.7585718,0.9304457,1.7574727,1.8554736,1.787188,2.0981723,1.69788735,6.0,92.05005653761036,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.5880298227276357,59.5765136239374,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,61.37040714995036,89.80499934563537,41.98347549644867,49.78073136937666,36.96642739992762,5,True
NOR,2007,-679.346786343798,3.42030120407555,0.7125891,89.2491405027933,,,,1.557944457,34.198307,2.493,2.0,1.0,recovered,recovered,1.7463082,1.2184256999999998,1.9141752,1.554125,1.87338,1.912833,1.70320785,6.0,92.17601527385509,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,1.215333780090584,73.11249613863447,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,111.55607904724512,38.43020240548573,59.58998591036239,487.48492496119997,4,False
NPL,2007,9.50668089735433,,,,42.9786611378803,,42.9786611378803,,,,,,,,-0.3701383,-1.8213249,-0.946673,-0.503731199999999,-0.6984973,-0.783480899999999,-0.8539742666666662,6.0,31.636699840548456,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,61.192987946494235,,,,60.24610056273131,2,False
NZL,2007,25.305340798381,3.78784798344428,2.376143,45.0667779366819,36.9753526219646,,36.9753526219646,1.157633093,,3.661,1.0,0.0,recovered,no_negative_growth_in_shock_window,1.6153654,1.3369202,1.8177905,1.7955232,1.8071594,2.2640781,1.7728061333333336,6.0,93.82370098261704,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,1.0181195308524256,80.27513894656066,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,67.15456542009474,96.27012171181782,24.578301310287316,,50.447498676877835,4,False
OMN,2007,-233.666401848422,,,,,,,,,,,,,,-0.7521766,0.8841772999999999,0.1196740999999999,0.7334568,0.2909254,0.3274633,0.2672533833333333,6.0,58.18090016695139,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,211.06624873407873,1,False
PAK,2007,24.2870019462972,,,,,,,,,,,,,,-0.9927729,-2.30062119999999,-0.5280229,-0.522979299999999,-0.800242999999999,-0.846103199999999,-0.9984570833333312,6.0,28.216180529128597,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,51.07909003076335,1,False
PAN,2007,151.300094743746,,,,,,,,,,,,,,0.6696611,0.1127519999999999,0.0608038,0.4048484,-0.0240050999999999,-0.4810331,0.12383785,6.0,54.78564796574327,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,-27.696625024175454,1,False
PER,2007,24.4127108595939,,,,28.5288183926826,,28.5288183926826,,,4.548,,,,,0.2290932,-0.5612623,-0.649255999999999,0.2283845,-0.5442173,-0.355667199999999,-0.2754875166666663,6.0,45.33192772595582,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,3,False,,,,,,,,75.54238491292692,84.66169349561575,,,51.00112319037218,3,False
PHL,2007,43.3156332295316,,,,51.5748916279875,,51.5748916279875,,,,,,,,-0.0878404,-1.4430777,0.0343449,0.1586479999999999,-0.4498061,-0.6865834,-0.4123857833333333,6.0,42.09096678930987,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,52.65651278253476,,,,39.27720407681643,2,False
POL,2007,25.9717755598224,6.76045126044817,2.491667,32.534120534117,44.4,44.4,,0.561025029,18.688519,9.604,0.0,1.0,no_negative_growth_in_shock_window,recovered,0.9393901,0.7795685,0.2285767,0.7734316999999999,0.4732406999999999,0.3179194999999999,0.5853545333333333,6.0,65.71169968804699,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.8755063607752087,49.13562628619041,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,59.78152929493545,18.49234393404005,3.933981317598306,14.76847175187326,50.03416432123203,5,True
PRK,2007,-7.63165757483638,,,,,,,,,,,,,,-2.016461,-0.0619502,-1.91398039999999,-2.034291,-1.45420519999999,-1.2923254,-1.4622021999999966,6.0,17.237372365424214,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,70.87559424928698,1,False
PRT,2007,85.8162996853368,2.50657937732592,2.453965,42.8966787849682,72.7,72.7,,1.124170485,13.692096,7.961,9.0,2.0,recovered,recovered,1.4835003999999998,0.8745649999999999,0.8094817999999999,1.1711639,1.1553392,0.9121206,1.0676951499999998,6.0,77.13074198009245,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.1883149151278865,74.09379682837161,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,31.678252234359476,39.9947650831043,23.420400790622338,0.3293804995427485,12.917556290688706,5,True
PRY,2007,-71.0487512407267,,,,,,,,,,,,,,-0.1722539,-0.430481,-0.8949391,-0.5705538,-0.776341699999999,-1.05614719999999,-0.6501194499999982,6.0,36.46280548564397,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,110.20797164602796,1,False
QAT,2007,-398.626815705122,,,,,,,,,,,,,,-0.6651884,1.0230325999999998,0.6423548,0.4319444,0.5476293999999999,0.9099992,0.4816286666666666,6.0,63.25606975078156,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,313.3775480742456,1,False
ROU,2007,31.5660305708733,,,28.1990120345284,11.9,11.9,,0.511482387,,6.413,,,,,0.4759089999999999,0.199074,-0.480462899999999,0.393314,0.044931,-0.3353236,0.0495735833333335,6.0,53.02749869829216,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,,,,,,,,92.05561072492551,60.25389346944117,2.2196663150923523,,46.564510689554936,4,False
RUS,2007,-82.1146643771996,8.53508018556642,9.007296,,7.15843011658404,,7.15843011658404,1.039122831,,6.002,2.0,,recovered,no_shock_window_data,-0.5325388,-0.6218038,-0.7227308,-0.1586062,-0.9139767,-1.0809178,-0.67176235,6.0,35.950426511361314,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,1.3617584269128693,67.79448566263565,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,96.76422034102876,65.63277057976704,20.477512335458083,,117.07124220232924,4,False
RWA,2007,7.03987222470035,,,,,,,,,,,,,,-0.996323,-0.371473,-0.372543399999999,-0.592604399999999,-0.684833999999999,-0.1290585,-0.5244727166666662,6.0,39.43739504375743,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,61.7760579302126,1,False
SAU,2007,-260.343119888032,,4.167827,,,,,,,,,,,,-1.5254976,-0.5518748,-0.1403004,0.0553877,-0.157464,-0.3219808,-0.4402883166666667,6.0,41.43039582103761,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,227.6116102602369,1,False
SDN,2007,-122.936166379912,,,,,,,,,,,,,,-1.6192115,-2.3622558,-1.17618739999999,-1.2108619,-1.4038579,-1.31310249999999,-1.5142461666666631,6.0,16.005271572172603,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,142.3894431771572,1,False
SEN,2007,67.8267823583512,,,,,,,,,,,,,,-0.1565268,-0.213430999999999,-0.443419599999999,-0.4223972,-0.177297099999999,-0.366259699999999,-0.2965552333333326,6.0,44.83316577371544,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,24.074965812134256,1,False
SGP,2007,271.316427060438,,,,77.2760743035509,,77.2760743035509,2.319859587,,,,,,,0.0484647999999999,1.1413902,2.2797329,2.0657181,1.419882,2.1699161,1.5208506833333333,6.0,87.85884992125673,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,3,False,,,,,,,,27.13398778197527,,64.79461264414995,,-102.13282831855327,3,False
SLV,2007,56.2631967452319,,,,48.4823724778462,,48.4823724778462,,,,,,,,0.0332668999999999,-0.0096099999999999,-0.4204939,0.2663139,-0.689320199999999,-0.4139309,-0.2056290333333331,6.0,46.98577346914515,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,55.72753477870288,,,,31.24690143868544,2,False
SMR,2007,,,,,47.4509601321227,,47.4509601321227,,,,,,,,1.2670761,0.9964451,,,1.3927451,,1.2187554333333332,3.0,80.70697774466996,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,56.75177742589602,,,,,1,False
SRB,2007,36.5131697656189,,,,,,,,,,,,,,0.328277,-0.3876119,-0.349306499999999,-0.420551299999999,-0.264581199999999,-0.3109326,-0.2341177499999994,6.0,46.31132506230991,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,43.496209469901245,1,False
SST,2007,-116.216807864895,,,,,,,,,,,,,,,,,,,,,,,,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,138.22198090950675,1,False
SUR,2007,-41.6207077009783,,,,,,,,,,,,,,0.4956352,0.0767371999999999,-0.2772383,-0.481864299999999,-0.1900989,0.0924045999999999,-0.0474040833333332,6.0,50.7316271942429,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,91.9561904992727,1,False
SVK,2007,69.1625263772008,10.8186295074903,2.756724,37.781102926078,30.4,30.4,,0.447335405,14.438412,11.017,1.0,1.0,recovered,recovered,0.972359,1.1269348,0.5945746,1.061458,0.397177,0.3825594,0.7558438,6.0,69.74790165639976,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,2.538077223431467,25.071653005967388,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,73.68421052631578,0.0,0.0,2.486148416725561,23.24651428877013,5,True
