Country,variable,years_available,min_year,max_year,shock_id,window_start,window_end,expected_year_count,coverage_rate_in_window
POL,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
POL,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
POL,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
POL,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
POL,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
POL,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
POL,tertiary_education_25_64,6,2002,2007,2007,2002,2007,6,1.0
POL,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
PRK,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
PRT,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
PRT,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
PRT,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
PRT,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
PRT,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
PRT,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
PRT,tertiary_education_25_64,6,2002,2007,2007,2002,2007,6,1.0
PRT,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
PRY,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
QAT,energy_import_dependency_raw,5,2002,2007,2007,2002,2007,6,0.8333333333333334
ROU,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
ROU,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
ROU,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
ROU,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
ROU,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
RUS,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
RUS,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
RUS,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
RUS,public_debt_gdp_canonical,4,2002,2007,2007,2002,2007,6,0.6666666666666666
RUS,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
RUS,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
RWA,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SAU,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SAU,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
SDN,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SEN,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SGP,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SGP,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
SGP,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
SLV,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SLV,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
SMR,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
SRB,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SST,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SUR,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SVK,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SVK,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
SVK,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
SVK,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
SVK,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
SVK,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
SVK,tertiary_education_25_64,6,2002,2007,2007,2002,2007,6,1.0
SVK,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
SVN,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SVN,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
SVN,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
SVN,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
SVN,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
SVN,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
SVN,tertiary_education_25_64,6,2002,2007,2007,2002,2007,6,1.0
SVN,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
SWE,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SWE,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
SWE,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
SWE,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
SWE,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
SWE,rd_gdp,5,2003,2007,2007,2002,2007,6,0.8333333333333334
SWE,tertiary_education_25_64,6,2002,2007,2007,2002,2007,6,1.0
SWE,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
SWZ,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
SYR,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
TCD,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
THA,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
THA,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
TJK,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
TKM,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
TTO,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
TTO,public_debt_gdp_canonical,2,2006,2007,2007,2002,2007,6,0.3333333333333333
TUN,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
TUN,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
TUR,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
TUR,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
TUR,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
TUR,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
TUR,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
TUR,tertiary_education_25_64,6,2002,2007,2007,2002,2007,6,1.0
TUR,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
TWN,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
UGA,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
UKR,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
URY,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
URY,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
USA,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
USA,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
USA,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
USA,productivity_gdp_per_hour,6,2002,2007,2007,2002,2007,6,1.0
USA,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
USA,rd_gdp,6,2002,2007,2007,2002,2007,6,1.0
USA,tertiary_education_25_64,6,2002,2007,2007,2002,2007,6,1.0
USA,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
UZB,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
VCT,public_debt_gdp_canonical,6,2002,2007,2007,2002,2007,6,1.0
VEN,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
VNM,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
YEM,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
ZAF,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
ZAF,gdp_growth,6,2002,2007,2007,2002,2007,6,1.0
ZAF,inflation_cpi,6,2002,2007,2007,2002,2007,6,1.0
ZAF,rd_gdp,5,2003,2007,2007,2002,2007,6,0.8333333333333334
ZAF,unemployment_rate,6,2002,2007,2007,2002,2007,6,1.0
ZMB,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
ZWE,energy_import_dependency_raw,6,2002,2007,2007,2002,2007,6,1.0
AGO,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ALB,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ALB,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
AND,public_debt_gdp_canonical,2,2018,2019,2019,2012,2019,8,0.25
ARB,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ARE,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ARE,public_debt_gdp_canonical,1,2013,2013,2019,2012,2019,8,0.125
ARG,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ARG,inflation_cpi,2,2018,2019,2019,2012,2019,8,0.25
ARG,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
ARG,tertiary_education_25_64,6,2012,2019,2019,2012,2019,8,0.75
ARG,unemployment_rate,4,2016,2019,2019,2012,2019,8,0.5
ARM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ARM,public_debt_gdp_canonical,1,2019,2019,2019,2012,2019,8,0.125
AUS,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
AUS,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
AUS,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
AUS,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
AUS,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
AUS,rd_gdp,4,2013,2019,2019,2012,2019,8,0.5
AUS,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
AUS,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
AUT,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
AUT,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
AUT,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
AUT,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
AUT,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
AUT,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
AUT,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
AUT,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
AZE,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BEL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BEL,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
BEL,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
BEL,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
BEL,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
BEL,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
BEL,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
BEL,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
BEN,energy_import_dependency_raw,1,2019,2019,2019,2012,2019,8,0.125
BFA,public_debt_gdp_canonical,2,2018,2019,2019,2012,2019,8,0.25
BGD,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BGR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BGR,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
BGR,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
BGR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
BGR,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
BGR,tertiary_education_25_64,3,2015,2019,2019,2012,2019,8,0.375
BGR,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
BHR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BHR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
BHS,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
BIH,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BIH,public_debt_gdp_canonical,7,2012,2019,2019,2012,2019,8,0.875
BLR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BLR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
BLZ,public_debt_gdp_canonical,3,2012,2014,2019,2012,2019,8,0.375
BOL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BRA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BRA,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
BRA,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
BRA,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
BRA,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
BRA,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
BRB,public_debt_gdp_canonical,5,2012,2016,2019,2012,2019,8,0.625
BRN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BTN,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
BWA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
BWA,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
CAN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CAN,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
CAN,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
CAN,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
CAN,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
CAN,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
CAN,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
CAN,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
CHE,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CHE,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
CHE,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
CHE,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
CHE,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
CHE,rd_gdp,4,2012,2019,2019,2012,2019,8,0.5
CHE,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
CHE,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
CHL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CHL,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
CHL,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
CHL,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
CHL,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
CHL,tertiary_education_25_64,3,2013,2017,2019,2012,2019,8,0.375
CHL,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
CHN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CHN,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
CHN,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
CHN,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
CIV,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CMR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
COD,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
COG,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
COL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
COL,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
COL,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
COL,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
COL,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
COL,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
COL,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
COL,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
CRI,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CRI,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
CRI,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
CRI,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
CRI,rd_gdp,5,2014,2018,2019,2012,2019,8,0.625
CRI,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
CRI,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
CUB,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CUW,energy_import_dependency_raw,7,2012,2018,2019,2012,2019,8,0.875
CYP,energy_import_dependency_raw,2,2015,2016,2019,2012,2019,8,0.25
CYP,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
CYP,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
CZE,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
CZE,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
CZE,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
CZE,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
CZE,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
CZE,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
CZE,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
CZE,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
DEU,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
DEU,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
DEU,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
DEU,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
DEU,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
DEU,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
DEU,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
DEU,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
DNK,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
DNK,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
DNK,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
DNK,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
DNK,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
DNK,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
DNK,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
DNK,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
DOM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
DZA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
EAR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ECU,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
EGY,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ESP,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ESP,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
ESP,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
ESP,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
ESP,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
ESP,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
ESP,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
ESP,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
EST,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
EST,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
EST,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
EST,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
EST,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
EST,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
EST,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
EST,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
ETH,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ETH,public_debt_gdp_canonical,7,2013,2019,2019,2012,2019,8,0.875
EUU,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
FIN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
FIN,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
FIN,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
FIN,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
FIN,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
FIN,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
FIN,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
FIN,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
FRA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
FRA,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
FRA,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
FRA,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
FRA,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
FRA,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
FRA,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
FRA,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
FSM,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
GAB,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
GBR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
GBR,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
GBR,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
GBR,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
GBR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
GBR,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
GBR,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
GBR,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
GEO,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
GEO,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
GHA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
GNQ,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
GRC,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
GRC,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
GRC,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
GRC,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
GRC,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
GRC,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
GRC,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
GRC,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
GTM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
GTM,public_debt_gdp_canonical,2,2012,2013,2019,2012,2019,8,0.25
HKG,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
HND,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
HPC,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
HRV,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
HRV,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
HRV,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
HRV,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
HRV,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
HRV,tertiary_education_25_64,2,2016,2019,2019,2012,2019,8,0.25
HRV,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
HUN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
HUN,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
HUN,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
HUN,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
HUN,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
HUN,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
HUN,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
HUN,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
IDN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
IDN,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
IDN,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
IDN,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
IDN,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
IND,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
IND,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
IND,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
IND,public_debt_gdp_canonical,7,2012,2018,2019,2012,2019,8,0.875
IND,tertiary_education_25_64,3,2012,2019,2019,2012,2019,8,0.375
IND,unemployment_rate,3,2012,2019,2019,2012,2019,8,0.375
IRL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
IRL,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
IRL,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
IRL,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
IRL,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
IRL,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
IRL,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
IRL,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
IRN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
IRQ,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
IRQ,public_debt_gdp_canonical,4,2015,2018,2019,2012,2019,8,0.5
ISL,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
ISL,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
ISL,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
ISL,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
ISL,rd_gdp,7,2013,2019,2019,2012,2019,8,0.875
ISL,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
ISL,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
ISR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ISR,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
ISR,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
ISR,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
ISR,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
ISR,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
ISR,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
